#	20	error	40	error	60	error	80	error	100	error
10	0.068870347	0.000116388	0.073598631	0.000190799	0.075637294	7.44656E-05	0.078270128	0.000289926	0.077397679	0.000104736
25	0.022870031	1.03238E-05	0.021785146	1.83891E-05	0.020400663	1.89662E-05	0.018624467	9.82445E-06	0.016773139	2.35322E-05
50	0.009493185	7.60178E-06	0.006294539	4.49731E-06	0.003276284	3.48097E-06	0.000547113	4.64182E-07	-0.001044447	7.40655E-07
75	0.002697844	3.19296E-06	-0.001622697	1.1792E-06	-0.004725384	5.15697E-06	-0.008038807	8.59538E-06	-0.010717301	1.03857E-05
100	-0.000371304	2.87492E-07	-0.005804737	4.1868E-06	-0.010149358	1.13557E-05	-0.013243937	1.52412E-05	-0.016297134	1.45962E-05
125	-0.003380727	2.25144E-06	-0.009784605	7.07127E-06	-0.014927934	1.61297E-05	-0.018601224	9.17749E-06	-0.021400437	7.14512E-06
150	-0.006651165	6.31906E-06	-0.014434155	1.13601E-05	-0.019995581	1.00188E-05	-0.023320412	2.16873E-05	-0.026328091	1.23915E-05
175	-0.0097232	7.50335E-06	-0.019262288	2.58212E-05	-0.024186976	1.69916E-05	-0.028434439	1.41589E-05	-0.031615851	1.84761E-05
200	-0.013869312	1.16573E-05	-0.023600009	2.05729E-05	-0.029326068	4.76896E-05	-0.033411767	5.37001E-05	-0.03732859	4.17809E-05
