#	0	error	20	error	40	error	60	error	80	error	100	error
10	8.135722	0.003920443	8.696032	0.010505426	8.7345	0.018434555	8.751086	0.004398549	8.772506	0.028267577	8.765408	0.007637635
25	21.49538	0.00540805	21.98698	0.004393404	21.96366	0.013013954	21.9339	0.014873298	21.89572	0.006041275	21.855925	0.025164443
50	43.79352	0.010716669	44.20926	0.024582677	44.06918	0.020702343	43.937	0.03593021	43.81748	0.026453109	43.74778	0.020317652
75	66.14912	0.019909972	66.32758	0.058536501	66.04178	0.028114356	65.83654	0.052033672	65.61736	0.050410495	65.44018	0.043718726
100	88.445	0.018572695	88.41216	0.049889608	87.9316	0.044957869	87.54734	0.079569045	87.27364	0.082108483	87.0036	0.059653206
125	110.7454	0.012401613	110.371	0.061143274	109.6618	0.066971636	109.0922	0.105658412	108.6854	0.041452382	108.3754	0.024047869
150	133.0594	0.029509321	132.1744	0.096261623	131.1388	0.074126244	130.3988	0.036417029	129.9564	0.092034233	129.5562	0.032244379
175	155.3398	0.029012066	153.8294	0.089979442	152.3476	0.175769167	151.5826	0.078178002	150.9228	0.04696488	150.4286	0.059814714
200	177.644	0.056771472	175.1802	0.091256233	173.4516	0.095772125	172.4344	0.225303795	171.7086	0.221099073	171.0128	0.136757815
